"s10"	"s11"	"s1"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"s21"	"s2"	"s22"	"s23"	"s24"	"s25"	"s26"	"s27"	"s28"	"s29"	"s30"	"s3"	"s32"	"s34"	"s35"	"s36"	"s37"	"s38"	"s39"	"s40"	"s41"	"s4"	"s5"	"s6"	"s7"	"s9"	"ss11"	"ss1"	"ss12"	"ss13"	"ss14"	"ss15"	"ss16"	"ss18"	"ss19"	"ss21"	"ss2"	"ss23"	"ss24"	"ss25"	"ss26"	"ss27"	"ss28"	"ss29"	"ss30"	"ss3"	"ss4"	"ss5"	"ss7"	"ss8"	"ss9"
"Acidovorax_Acidovorax sp. 1608163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227934081463641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_Acidovorax sp. Leaf76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284430690640381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_Acidovorax sp. NIO-51"	0	0	0	0	0	0	0.00389923268671058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_Acidovorax sp. Root70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227934081463641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Acidovorax_Acidovorax wautersii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145585837409737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_uncultured Acidovorax sp."	0	0	0	0	0	0	0	0	0	0	0	0	0.00107966875762516	0	0.00759780271545469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291171674819474	0	0	0.0180334520535594	0.000462616000962241	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_uncultured bacterium"	0.00547945205479452	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00417879149350008	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0.00160947659821026	0	0	0	0	0	2.28066918482954e-05	0.00193061374210862	0	0	0	0.00197269786159552	0	0	0	0	0	0	0.000291171674819474	0	0	0	0.00138784800288672	0	0	0	0.00164071600846609	0	0	0	0	0	0.00494071146245059	0	0.016506957286573
"Acidovorax_uncultured sludge bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000582343349638947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_uncultured soil bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acidovorax_uncultured Verminephrobacter sp."	0	0	0	0	0	0.000202512368442903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_(Acinetobacter)"	2.39452054794521	1.06942011616115	0.425712068113931	5.21894093686354	3.99481106971793	0.00951808131681642	0.88568285312426	0.538007945415353	3.0883323005577	0.00151775469441527	12.5766871165644	0.00611422088183707	3.04466589650295	0	10.9769254731532	1.69072948328267	0.0623036918799238	2.04351564049997	5.15995209990591	0.19145533420395	0.00147462991397378	0.0589764094362255	19.1675391188704	0.00711716495945953	0.0119002388781896	0.730670180271905	0.684931506849315	2.81246260023138	0.584240005150325	0.0117801622068437	6.25794603757593	2.11038961038961	0.338104813383071	0.962745918794475	98.0350894638101	5.17983667007742	0.0197679329995065	4.52232899943471	74.7211193371788	10.5282884873353	3.86100386100386	0.439680116288106	87.8236178386504	6.76887276709329	97.7653039571166	0.273730531349076	0.129571395294666	0.030116893260435	0.0684649298102128	4.32802849285424	1.90921623597117	0.162824577941555	98.3187039854984	8.67163924158743	1.99182923427784	5.14258403696033	61.779464943593	0.0513586157252868	0.00025231672853117	0.0227086928876374	2.82608695652174	6.02606751376997	80.6151673963838
"Acinetobacter_Acinetobacter baumannii"	0	0	0	0	0	0	0	0	0	0	0	0	0.00107966875762516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159555616170674	0	0	0	0.115551591484329	0	0	0.000628522583387805	0.116919993318858	0	0.184044211944237	0	0	0	0	0	0.000925232001924482	0	0.143772282139803	0	0.00164071600846609	0	0.0747521005151477	0	0	0	0	0	0.0930724381324114
"Acinetobacter_Acinetobacter baumannii 3390"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97354203285026e-05	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter baumannii BIDMC 57"	0.00273972602739726	0	0	0	0	0	0	0.00178148326296474	0	0	0	3.61788217860182e-05	0	0	0.00189945067886367	0	0	0	0.00356399509594275	0.000547327999439536	0	0	0.97903285136244	0	0	0	0	0	0	0.000199663766217689	0	0	8.90921774395443e-05	0	0.15291886884282	0	0	0	0.0622388626431886	0.00394539572319104	0	0.000685661000059424	0.167028561884082	0	0.0804893575797836	0	0	0	0	0	0.00925232001924483	0	0.0814688232722648	0.00569378807720777	0.00492214802539828	0	0.047695363796702	0.000101599635460508	0	0	0	0.00545345476359274	0.0616422168782725
"Acinetobacter_Acinetobacter baumannii TYTH-1"	0	0	0	0	0	0	0.000835549861437981	0	0	0	0	0	0	0	0.000379890135772735	0.0379939209726444	0	0	0	0	0	0	0.195240655329504	0	0	0	0	0	0	0	0.00941752601591562	0	0	0	0.286999410218949	0	0	0	0.336543138505354	0	0	0.000342830500029712	0.217137130449307	0	0.522055228025501	0	0	0	0	0	0	0	0.341899845266924	0	0	0	0.133270158999228	2.5399908865127e-05	0	0	0	0	0.273308920091708
"Acinetobacter_Acinetobacter baylyi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000570167296207384	0	0	0	0.000453280232135267	0	0	0	0	0	0.000405952743410188	0	0	0	0	0	0	0	0.000256392834845837	0	0	0	0.000503381148250153	0	0	0	0	0	0.000426378970501885
"Acinetobacter_Acinetobacter beijerinckii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210505765759766	0	0	0	0.00777549936662804	0	0	0	0	0	0.00775000691964904	0	0	0	0	0	0	0	0.00781998146279804	0	0	0	0.00484504355190772	0	0	0	0	0	0.00255827382301131
"Acinetobacter_Acinetobacter bereziniae"	0	0	0.00235200037632006	0	0.00665247472059606	0	0.00111406648191731	0	0	0	0	0	0.00107966875762516	0	0.000759780271545469	0	0	0	0.0028511960767542	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000356368709758177	0	0.000273680302179544	0	0	0	0.000104603130492754	0.00394539572319104	0	5.71384166716187e-05	0	0	7.38095897109432e-05	0	0.000145585837409737	0	0	0	0.00138784800288672	0	0.000192294626134378	0.0227751523088311	0.00328143201693219	0	6.29226435312691e-05	0	0	0	0	0	0.000730935378003231
"Acinetobacter_Acinetobacter bouvetii"	0	0	0	0	0	0	0	0	0.00599676174865573	0	0	0	0	0	0.0132961547520457	0	0	0	0	0	0	0	0.00848872414476104	0	0	0	0	0	0	0	0.00470876300795781	0	8.90921774395443e-05	0	0.00287364317288522	0	0	0	0.00198745947936233	0.00394539572319104	0	0	0.0167028561884082	0.0615974265964	0.00287857399872678	0	0.000145585837409737	0	0	0.00450836301338984	0.0411728240856395	0	0.00307671401815005	0.0170813642316233	0.0492214802539828	0.0031862354628007	0.00226521516712569	0	0	0	0	0	0.00414196714201831
"Acinetobacter_Acinetobacter calcoaceticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218931199775814	0	0	0.00282957471492035	0	0	0	0	0	0	0	0	0	8.90921774395443e-05	0	0.00599815995610168	0	0	0	0.00850772128007732	0	0	0	0	0	0.0116250103794736	0	0.000145585837409737	0	0	0	0	0	0.0114735793593512	0	0	0	0.00490796619543899	0	0	0	0	0	0.00627386199452773
"Acinetobacter_Acinetobacter defluvii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter endosymbiont of Nilaparvata lugens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	0.000278941681314011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192294626134378	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter genomosp. C1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182453534786363	0	0	0	0.00118550214558455	0	0	0	0	0	0.00155000138392981	0	0	0	0	0	0	0	0.000705080295826053	0	0	0	0.000755071722375229	0	0	0	0	0	0
"Acinetobacter_Acinetobacter gerneri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132278812720113	0	0	0	0.000662486493120775	0	0	0	0	0	0.0010333342559532	0	0	0	0	0	0	0	0.00115376775680627	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter guillouiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299454991914715	0	0	0	0	0	0	0	0	9.12267673931814e-05	0	0	0	0.000488147942299518	0.00197269786159552	0	0	0	0	0.000110714384566415	0	0	0	0	0	0	0	0.000448687460980215	0	0	0	0.000125845287062538	0	0	0	0	0	0.000121822563000538
"Acinetobacter_Acinetobacter gyllenbergii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter haemolyticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759780271545469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00180172865601533	0	0.000142215345320191	0	0.00209206260985508	0	0	5.71384166716187e-05	0	0	0.00405952743410188	0	0	0	0	0	0.0878970401828258	0	0.00294851760072713	0	0.0196885921015931	0.156125537677234	0.001635988731813	0	0	0	0	0	0.0007918466595035
"Acinetobacter_Acinetobacter haemolyticus NIPH 261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205260226634658	0	0	0	0	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter indicus"	0	0.00153652315540395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675078078709543	0	0	0.0282645562464669	0.006520261800715	0	0	0	0	0.0479091095749778	0.00933691309843432	0	0	0	0	0.00901672602677968	0	0	0.00698670474954907	0	0	0	0.00295736424596965	0	0	0	0	0	0.00414196714201831
"Acinetobacter_Acinetobacter johnsonii"	0	0	0	0	0	0	0	0	0.00199892058288524	0	0	0	0	0	0	0	0	0	0	0	0.000184328739246722	0	0	0	0	0	0	0	0	0	0.00470876300795781	0	0	0	0.00180172865601533	0	0	0	0.00181312092854107	0.00394539572319104	0	0	0	0	0.00169762056335169	0	0	0	0	0	0.00138784800288672	0	0.00211524088747816	0	0	0	0.00100676229650031	0	0	0	0	0	0.000852757941003769
"Acinetobacter_Acinetobacter johnsonii XBB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00641519117269695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228066918482954	0	0	0	0.000139470840657005	0	0	0	0	0	0.000775000691964904	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0.0031862354628007	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter junii"	0	0	0	0	0	0	0.000278516620479327	0	0.00199892058288524	0	0	0	0	0	0	0	0	0	0.00071279901918855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129291136087986	0.00193061374210862	0	0	0.0562067487847731	0.00197269786159552	0	0.000114276833343237	0.0501085685652247	0	0.14710251229391	0	0	0.000330954870993791	0	0	0.0078644720163581	0	0.0690337707822417	0	0	0	0.0349220671598543	0.000126999544325635	0	0	0	0	0.0593884994627625
"Acinetobacter_Acinetobacter kookii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912267673931814	0	0.000142215345320191	0	0.000209206260985508	0.00394539572319104	0	0	0	0	0.000110714384566415	0	0	0	0	0	0	0	0.000384589252268756	0	0	0	0	0	0	0	0	0	0.000426378970501885
"Acinetobacter_Acinetobacter kyonggiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter larvae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter lwoffii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265923095040914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127717474350454	0	0	0	0.0013598406964058	0.00197269786159552	0	0	0.0167028561884082	0	0.000775000691964904	0	0	0	0	0	0.000925232001924482	0	0.00166655342649794	0	0	0	0.000566303791781422	0	0	0	0	0	0.000121822563000538
"Acinetobacter_Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151956054309094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136840151089772	0	0	0	0.000104603130492754	0	0	0	0	0	0.000110714384566415	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter lwoffii WJ10621"	0	0	0	0	0	0	0	0	0	0	0	0	0.00107966875762516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063858737175227	0	0	0	0.000383544811806765	0	0	0	0	0	0.000848810281675847	0	0	0	0	0	0	0	0.00134606238294065	0	0	0	0.00207644723653188	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter marinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000775427522842042	0	0	0	0.000209206260985508	0	0	0	0	0	0.000295238358843773	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	6.29226435312691e-05	0	0	0	0	0	0.000121822563000538
"Acinetobacter_Acinetobacter modestus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40982087114594e-05	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter nosocomialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278241640549203	0	0	0	0.000592751072792273	0	0	0	0	0	0.00155000138392981	0	0	0	0	0	0	0	0.00108966954809481	0	0	0	0.000251690574125076	0	0	0	0	0	0.000487290252002154
"Acinetobacter_Acinetobacter oleivorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109465599887907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273680302179544	0	0	0	0.000348677101642513	0	0	0	0	0	0.000332143153699244	0	0	0	0	0	0	0	0.000256392834845837	0	0	0	0.000125845287062538	0	0	0	0	0	0.000182733844500808
"Acinetobacter_Acinetobacter oryzae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136840151089772	0.00193061374210862	0	0	0.000592751072792273	0.00394539572319104	0	0	0	0	0.000959524666242261	0	0	0	0	0	0	0	0.000705080295826053	0	0	0	0.000314613217656345	0	0	0	0	0	0.000609112815002692
"Acinetobacter_Acinetobacter parvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912267673931814	0	0	0	0.000767089623613529	0	0	0.000114276833343237	0	0	0.00110714384566415	0	0	0	0	0	0	0	0.000576883878403134	0	0	0	0.000629226435312691	0	0	0	0	0	0.000365467689001615
"Acinetobacter_Acinetobacter pittii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478198126821539	0	0	0	0	0	0	0	0	0	0	0	0.0195453349139891	0	0	0	0.0186890926480387	0	0	0.000171415250014856	0.0668114247536329	0	0.0550988587192191	0	0	0	0	0	0	0	0.0228189623012795	0	0	0	0.0255465932736953	2.5399908865127e-05	0	0	0	0	0.00688297480953042
"Acinetobacter_Acinetobacter pittii PHEA-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029648699402784	0	0	0	0.000244073971149759	0	0	0	0	0	0.000295238358843773	0	0	0	0	0	0	0	0.000640982087114594	0	0	0	6.29226435312691e-05	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter plantarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0.00096147313067189	0	0	0	6.29226435312691e-05	0	0	0	0	0	0
"Acinetobacter_Acinetobacter psychrotolerans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	3.48677101642513e-05	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0	0	0	0
"Acinetobacter_Acinetobacter radioresistens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261615738802846	0.0029420632484301	0	0.000284430690640381	0	0.00226640116067634	0	0	0	0	0	0.00295238358843773	0	0	0	0	0	0.000462616000962241	0	0.00301261580943859	0	0	0	0.00314613217656345	0	0	0	0	0	0.00353285432701562
"Acinetobacter_Acinetobacter refrigeratoris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	0	0	0	0	0	0	0.000147619179421886	0	0	0	0	0	0	0	0.000256392834845837	0	0	0	0	0	0	0	0	0	0.000121822563000538
"Acinetobacter_Acinetobacter schindleri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406862335412599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039227509979068	0	0	0	0.00320782933511112	0	0	0.000171415250014856	0	0	0.00380119387011357	0	0	0	0	0	0	0	0.00519195490562821	0	0	0	0.00308320953303219	0	0	0	0	0	0.00444652354951965
"Acinetobacter_Acinetobacter soli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384822161229167	0	0	0	0	0	0	0	0	0	0	0	0.00127717474350454	0	0	0	0.00115063443542029	0	0	0	0	0	0.000775000691964904	0	0	0	0	0	0.000462616000962241	0	0.00115376775680627	0	0	0	0.00144722080121919	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250645543412766	0	0	0	0.0186193572277102	0.0453720508166969	0	0.000285692083358093	0.0334057123768164	0	0.0219214481441501	0	0	0.000330954870993791	0	0	0.000462616000962241	0	0.025959774528141	0	0	0	0.011451921122691	0	0	0	0	0	0.021501682369595
"Acinetobacter_Acinetobacter sp. 11N1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	6.97354203285026e-05	0	0	0	0	0	7.38095897109432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 11NS4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56133836965907e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter sp. 130M"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28066918482954e-05	0	0	0	6.97354203285026e-05	0	0	0	0	0	3.69047948554716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182733844500808
"Acinetobacter_Acinetobacter sp. 14N1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034210037772443	0	0	0	0.000627618782956524	0	0	0	0	0	0.000553571922832074	0	0	0	0	0	0	0	0.000512785669691675	0	0	0	0.000188767930593807	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter sp. 14N2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205260226634658	0	0	0	6.97354203285026e-05	0	0	0	0	0	0.000258333563988301	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	0.000440458504718884	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 17N2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84200755448861e-05	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09112815002692e-05
"Acinetobacter_Acinetobacter sp. 2026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379890135772735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 263XG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174338550821257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	0	0	0	0	0	0	0.000243645126001077
"Acinetobacter_Acinetobacter sp. 266XY2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48677101642513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 3C_8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128196417422919	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125845287062538	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 57RA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143682158644261	0	0	0	0.000662486493120775	0	0	0	0	0	0.000959524666242261	0	0	0	0	0	0	0	0.000448687460980215	0	0	0	0.000566303791781422	0	0	0	0	0	0.000121822563000538
"Acinetobacter_Acinetobacter sp. 72A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159646842938068	0	0	0	0.000209206260985508	0	0	0	0.0167028561884082	0	0.000405952743410188	0	0	0	0	0	0	0	0.000640982087114594	0	0	0	0.000566303791781422	0	0	0	0	0	0.000426378970501885
"Acinetobacter_Acinetobacter sp. 80K"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174338550821257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192294626134378	0	0	0	0	0	0	0	0	0	0
"Acinetobacter_Acinetobacter sp. 983759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034210037772443	0	0	0	0.000174338550821257	0	0	0	0	0	0.000332143153699244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
