"B19"	"B20"	"B24"	"B25"	"B27"	"B28"	"X301_11"	"X301_12"	"X301_13"	"X301_15"	"X301_21"	"X301_22"	"X310_3"	"X301_5"	"X301_6"	"X301_8"	"X301_9"	"B32"	"B36"	"B37"	"B4"	"B5"	"B7"	"B9"	"X301_23"	"B26"	"B31"
"[Polyangium] brachysporum group_[Polyangium] brachysporum"	0	0	0	0	0	0	0.00300399531376731	0	0	0.00121617512921861	0	0	0	0.00280338898579616	0.000474509357324526	9.38160230262047e-05	0.00415084158313098	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"[Polyangium] brachysporum group_Caenibacterium sp. HY10(2010)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0.00145350949868457	0	0.000622975330176925	0	0.000281448069078614	0	0	0	0	0	0	0	0.000628488109004978	0	0.000143721680092068	0
"[Ruminococcus] gauvreauii group_([Ruminococcus] gauvreauii group)"	0	0	0.00414576510094938	0	0	0	0.0645858992459972	0.0256603257150677	0.00948613267937574	0.0154048849701024	0	0.00145350949868457	0.00101248392681766	0.0174433092449539	0.0555175948069696	0.0019701364835503	0.0145279455409584	0	0	0.0010341439873145	0.107066381156317	0	0	0	0.00288193637748578	0.000107791260069051	0.000848385098964122
"[Ruminococcus] gauvreauii group_bacterium ic1296"	0	0	0	0	0	0	0.0105139835981856	0.00171068838100452	0.00737810319507002	0.00770244248505118	0	0.00290701899736915	0	0.00311487665088463	0.00142352807197358	0.00150105636841928	0.0103771039578274	0	0	0	0	0	0	0	0.000487712310036055	0	0
"[Ruminococcus] gauvreauii group_Clostridium sp. cTPY-17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"[Ruminococcus] gauvreauii group_uncultured bacterium"	0.0141522785168412	0	0.00207288255047469	0.000399683983197285	0.00496783327951514	0	0.0525699179909279	0.0307923908580813	0.0186209271113672	0.0133779264214047	0	0.00145350949868457	0.00101248392681766	0.0485920757538002	0.139980260410735	0.0019701364835503	0.0394329950397443	0	0	0.00241300263706717	0.107066381156317	0	0	0.000942732163507466	0.00709399723688808	0.000143721680092068	0.000848385098964122
"[Ruminococcus] gauvreauii group_uncultured bacterium adhufec52"	0	0	0	0	0	0	0.0105139835981856	0	0	0	0	0	0	0.000934462995265387	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"[Ruminococcus] gauvreauii group_uncultured Blautia sp."	0	0	0.00207288255047469	0	0	0	0.0570759109615789	0.0205282605720542	0.00597275020553287	0.00729705077531164	0	0	0.00101248392681766	0.0255419885372539	0.0502979918763998	0.00131342432236687	0.0207542079156549	0	0	0	0	0	0	0	0.00221687413652752	0.000107791260069051	0.00254515529689237
"[Ruminococcus] gauvreauii group_uncultured organism"	0	0	0.00207288255047469	0	0	0	0.00150199765688366	0.00171068838100452	0.000702676494768574	0.00162156683895814	0	0	0	0.000311487665088462	0.000949018714649053	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	3.5930420023017e-05	0
"[Ruminococcus] gauvreauii group_unidentified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"[Ruminococcus] gnavus group_([Ruminococcus] gnavus group)"	0	0	0.00829153020189876	0.000133227994399095	0.0149034998385454	0	0.0120159812550692	0.00684275352401807	0.00948613267937574	0.00202695854869768	0	0.00145350949868457	0	0.0264764515325193	0.0204039023649546	0.00534751331249367	0.0456592574144408	0.000823180770497201	0	0.000344714662438167	0	0	0.00687366209077162	0.0028281964905224	0.0719597344716834	0.000718608400460341	0.00169677019792824
"[Ruminococcus] gnavus group_[Ruminococcus] gnavus"	0	0	0.00207288255047469	0	0.00993566655903028	0	0.0135179789119529	0.0136855070480361	0.00667542670030145	0.00527009222661397	0	0.00145350949868457	0.00202496785363532	0.0171318215798654	0.0208784117222792	0.00328356080591716	0.0207542079156549	0.000823180770497201	0	0.000344714662438167	0	0	0.00196390345450618	0.00188546432701493	0.0470864066598446	0.000287443360184136	0.00169677019792824
"[Ruminococcus] gnavus group_human gut metagenome"	0	0	0	0	0	0	0.00150199765688366	0.00513206514301355	0.00316204422645858	0.000405391709739536	0	0	0.00202496785363532	0.000934462995265387	0.000949018714649053	0.000656712161183433	0	0	0	0	0	0	0	0	0.00802508437422964	0	0
"[Ruminococcus] gnavus group_uncultured bacterium"	0	0.000298393449666993	0.0186559429542722	0.000399683983197285	0.00745174991927271	0	0.0345459461083241	0.0222389489530587	0.0175669123692143	0.0125671430019256	0	0.00145350949868457	0.00202496785363532	0.0507724894094194	0.0365372205139885	0.00694238570393915	0.0498100989975718	0.0024695423114916	0	0	0	0	0.00785561381802471	0.00314244054502489	0.084728929498082	0.000646747560414306	0.00593869569274885
"[Ruminococcus] gnavus group_uncultured Firmicutes bacterium"	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0.000474509357324526	0.000187632046052409	0	0	0	0	0	0	0	0	0.0143210069219678	7.18608400460341e-05	0
"[Ruminococcus] gnavus group_uncultured organism"	0.0047174261722804	0	0.00207288255047469	0	0	0	0.00750998828441828	0.00513206514301355	0.00210802948430572	0.00283774196817675	0	0	0	0.00404933964615001	0.0071176403598679	0.000562896138157228	0.0103771039578274	0.000823180770497201	0	0	0	0	0	0	0.00536483541039661	3.5930420023017e-05	0
"[Ruminococcus] torques group_([Ruminococcus] torques group)"	0	0.00119357379866797	0.0103644127523734	0	0.00993566655903028	0.0284981476204047	0.091621857069903	0.0598740933351581	0.0548087665919487	0.0583764062024932	0	0.00145350949868457	0.00202496785363532	0.082855718913531	0.158960634703716	0.0127589791315638	0.0850922524541851	0.00329272308198881	0	0	0	0	0	0.00125697621800996	0.00381302351482734	0.000503025880322238	0.000848385098964122
"[Ruminococcus] torques group_[Ruminococcus] torques L2-14"	0	0.000596786899333986	0.00207288255047469	0	0	0.042747221430607	0.0420559343927423	0.0171068838100452	0.00948613267937574	0.00486470051687443	0	0	0.00202496785363532	0.0155743832544231	0.053145048020347	0.00318974478289096	0.00622626237469647	0.0016463615409944	0.0339673913043478	0	0	0	0	0.000628488109004978	0.00101976210280266	0.000179652100115085	0
"[Ruminococcus] torques group_bacterium ic1294"	0	0	0	0	0	0	0	0	0.000351338247384287	0.00121617512921861	0	0	0	0	0	0.000375264092104819	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"[Ruminococcus] torques group_Clostridium sp. Marseille-P3244"	0	0.000298393449666993	0.00414576510094938	0	0.00248391663975757	0	0.0150199765688366	0.0119748186670316	0.0151075446375243	0.0121617512921861	0	0.00145350949868457	0.00101248392681766	0.0177547969100424	0.0132862620050867	0.00272066466775994	0.0207542079156549	0	0	0	0	0	0	0.000628488109004978	0.000487712310036055	0	0
"[Ruminococcus] torques group_Dorea longicatena"	0	0	0.00207288255047469	0	0.00248391663975757	0	0.00150199765688366	0.00513206514301355	0.00175669123692143	0.00283774196817675	0	0	0	0.00809867929230003	0.00759214971719242	0.000750528184209638	0.0145279455409584	0	0	0	0	0	0	0	0.000443374827305505	0	0
"[Ruminococcus] torques group_metagenome"	0.0047174261722804	0	0.00207288255047469	0	0	0	0.00750998828441828	0.00684275352401807	0.00175669123692143	0.00121617512921861	0	0	0	0.00186892599053077	0.0189803742929811	0.000656712161183433	0.00207542079156549	0	0	0	0	0	0	0.000314244054502489	0.000133012448191651	0.000107791260069051	0
"[Ruminococcus] torques group_Ruminococcus faecis JCM 15917"	0	0	0.00829153020189876	0	0	0.0142490738102023	0.00750998828441828	0.00855344190502258	0.0080807796898386	0.00324313367791629	0	0	0	0.0115250436082731	0.0460274076604791	0.00159487239144548	0.00415084158313098	0.0016463615409944	0	0	0	0	0	0.000314244054502489	0.00146313693010817	0.000107791260069051	0
"[Ruminococcus] torques group_Ruminococcus lactaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"[Ruminococcus] torques group_Ruminococcus lactaris ATCC 29176"	0	0.000596786899333986	0.00207288255047469	0	0	0	0.00901198594130193	0.00513206514301355	0.00175669123692143	0.00202695854869768	0	0	0	0.00622975330176925	0.0792430626731959	0.00112579227631446	0.0207542079156549	0	0	0	0	0	0	0.00125697621800996	0.00119711203372486	7.18608400460341e-05	0.00254515529689237
"[Ruminococcus] torques group_Ruminococcus lactaris CC59_002D"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000622975330176925	0.0109137152184641	0	0.00207542079156549	0	0	0	0	0	0	0	0.000266024896383303	0	0
"[Ruminococcus] torques group_Ruminococcus sp. AT10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142352807197358	0	0	0	0	0	0	0	0	0.000314244054502489	0	0	0
"[Ruminococcus] torques group_Ruminococcus sp. W22"	0	0	0	0	0.00248391663975757	0	0.0210279671963712	0.0119748186670316	0.00597275020553287	0.00162156683895814	0	0	0	0.0049838026414154	0.0194548836503056	0.00103197625328825	0.00207542079156549	0	0	0	0	0	0	0	0.00110843706826376	0.000107791260069051	0
"[Ruminococcus] torques group_Ruminococcus torques ATCC 27756"	0	0.000596786899333986	0.00829153020189876	0	0.00496783327951514	0.0142490738102023	0.043557932049626	0.0256603257150677	0.0112428239162972	0.0125671430019256	0	0	0	0.0348866184899078	0.0303685988687697	0.00262684864473373	0.0332067326650478	0.0024695423114916	0	0	0	0	0	0.00251395243601991	0.00141879944737762	0.000215582520138102	0
"[Ruminococcus] torques group_uncultured bacterium"	0	0	0.0124372953028481	0.00146550793839005	0.00248391663975757	0.042747221430607	0.186247709453573	0.05303133981114	0.085726532361766	0.128509171987433	0	0.0058140379947383	0.00404993570727065	0.0766259656117618	0.108188133469992	0.0211086051808961	0.0705643069132267	0	0	0	0	0	0	0.00188546432701493	0.0120154578199792	0.000395234620253187	0.00254515529689237
"[Ruminococcus] torques group_uncultured bacterium adhufec80.25"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0.00332156550127169	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"[Ruminococcus] torques group_uncultured Clostridiales bacterium"	0	0	0	0	0	0	0.0150199765688366	0.00855344190502258	0.00632408845291716	0.00729705077531164	0	0.00145350949868457	0	0.0155743832544231	0.00569411228789432	0.00121960829934066	0.00622626237469647	0	0	0	0	0	0	0.00157122027251244	4.43374827305505e-05	0	0
"[Ruminococcus] torques group_uncultured Clostridium sp."	0	0	0	0	0	0	0	0	0	0.000405391709739536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"[Ruminococcus] torques group_uncultured Firmicutes bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"[Ruminococcus] torques group_uncultured organism"	0	0.000298393449666993	0.00621864765142407	0	0.00745174991927271	0	0.0195259695394875	0.00855344190502258	0.00983747092676003	0.0137833181311442	0	0	0.00303745178045299	0.0190007475703962	0.0275215427248225	0.0020639525065765	0.0186787871240894	0	0	0	0	0	0	0.000942732163507466	0.00350266113571349	0.000215582520138102	0
"[Ruminococcus] torques group_uncultured Ruminococcus sp."	0	0.000298393449666993	0	0	0	0	0.00901198594130193	0	0.00316204422645858	0	0	0	0	0.00124595066035385	0.00237254678662263	0.000281448069078614	0.00622626237469647	0	0	0	0	0	0	0	0.000133012448191651	0	0
"[Streptomyces] thermoautotrophicus_Streptomyces thermoautotrophicus"	0	0	0	0	0	0	0	0.00171068838100452	0.000351338247384287	0.00202695854869768	0	0	0	0.000311487665088462	0	9.38160230262047e-05	0.00207542079156549	0	0	0	0	0	0	0.000314244054502489	0.000133012448191651	0	0
"1174-901-12_(1174-901-12)"	0	0	0	0	0	0	0	0.00171068838100452	0.000351338247384287	0.00121617512921861	0	0	0	0	0.000474509357324526	0.000375264092104819	0	0	0	0	0	0	0	0	0	0	0
"1174-901-12_Methyloferula sp. PAMC 26571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415084158313098	0	0	0	0	0	0	0	0	0	0
"1174-901-12_Rhizobiales bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1174-901-12_Rhizobium sp. SC-11"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1174-901-12_uncultured bacterium"	0	0	0	0	0	0	0	0.0171068838100452	0	0.00121617512921861	0	0.00290701899736915	0	0.000622975330176925	0.000474509357324526	0.000375264092104819	0	0	0	0	0	0	0	0	0	0	0
"28-YEA-48_Afipia genosp. 6"	0	0	0	0	0	0	0	0	0	0	0	0	0.00506241963408831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"28-YEA-48_Beijerinckia sp. 28-YEA-48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"966-1_metagenome"	0	0	0	0	0	0	0	0	0.000702676494768574	0	0	0	0	0	0.000949018714649053	0	0	0	0	0	0	0	0	0	0	0	0
"A2_(A2)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"A2_Lachnospiraceae bacterium 3-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"A2_uncultured bacterium"	0	0	0	0	0	0	0	0	0.00105401474215286	0	0	0	0	0	0.00237254678662263	0	0	0	0	0	0	0	0	0	0	3.5930420023017e-05	0
"AAP99_(AAP99)"	0.0047174261722804	0	0.00414576510094938	0	0	0	0	0	0.00316204422645858	0	0	0	0	0.01214801893845	0	0.000281448069078614	0	0	0	0	0	0	0	0	0.000266024896383303	0	0
"AAP99_metagenome"	0.0047174261722804	0	0.00414576510094938	0	0	0	0	0	0.00105401474215286	0.00243235025843721	0	0	0	0.0074757039621231	0.00189803742929811	0.000469080115131024	0	0	0	0	0	0	0	0.000628488109004978	0.000177349930922202	0	0
"AAP99_uncultured bacterium"	0	0	0	0	0	0	0	0	0.00210802948430572	0	0	0	0	0.0105905806130077	0.000474509357324526	0.000375264092104819	0	0	0	0	0	0	0	0.000628488109004978	4.43374827305505e-05	0	0
"AAP99_uncultured beta proteobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"AAP99_uncultured Herbaspirillum sp."	0	0	0	0	0	0	0	0	0.00245936773169001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Abditibacterium_(Abditibacterium)"	0.0047174261722804	0.0119357379866797	0.0165830604037975	0	0.00745174991927271	0	0.00600799062753462	0	0.00351338247384287	0.00364852538765582	0	0	0	0.00124595066035385	0.00332156550127169	0.00243921659868132	0.0435838366228753	0.0016463615409944	0	0.000344714662438167	0	0.0203977562468129	0	0.00502790487203982	0.00101976210280266	3.5930420023017e-05	0.00254515529689237
"Abditibacterium_Abditibacterium utsteinense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Abditibacterium_bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Abditibacterium_metagenome"	0	0	0	0	0	0	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.000622975330176925	0	0.000187632046052409	0	0.000823180770497201	0	0	0	0	0	0	0.000842412171880459	0	0
"Abditibacterium_uncultured actinobacterium"	0	0	0	0	0	0	0.00150199765688366	0	0	0	0	0	0	0	0.000474509357324526	0.000187632046052409	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Abditibacterium_uncultured bacterium"	0.0047174261722804	0.0173068200806856	0.0290203557066457	0	0.00993566655903028	0	0.0240319625101385	0.00342137676200903	0.00210802948430572	0.00405391709739536	0	0	0	0.00186892599053077	0.00332156550127169	0.00168868841447168	0.0394329950397443	0.00493908462298321	0.0679347826086956	0	0	0	0	0.00785610136256222	0.000487712310036055	0.000143721680092068	0.00339354039585649
"Abditibacterium_uncultured endolithic bacterium"	0	0.00865341004034279	0	0	0.00248391663975757	0	0	0	0	0	0	0	0	0	0	0.00178250443749789	0.0186787871240894	0	0	0	0	0.0203977562468129	0	0.00314244054502489	4.43374827305505e-05	0	0.00254515529689237
"Abditibacterium_uncultured organism"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207542079156549	0	0	0	0	0	0	0	0	0	0
"Abditibacterium_uncultured soil bacterium"	0	0	0	0	0.0124195831987878	0.0142490738102023	0	0	0.000351338247384287	0.000405391709739536	0	0	0	0.00186892599053077	0	0	0	0	0	0.002068287974629	0	0	0	0	0	0	0
"Abiotrophia_(Abiotrophia)"	0	0	0	0	0.00496783327951514	0	0	0	0.00105401474215286	0.000405391709739536	0	0.148257968865827	0	0.00654124096685771	0.00332156550127169	0	0	0.000823180770497201	0	0	1.9271948608137	0	0.000981951727253088	0	0	0.137469787008063	0
"Abiotrophia_Abiotrophia defectiva"	0	0	0	0	0	0	0	0.00171068838100452	0	0	0	0.00290701899736915	0	0	0.00237254678662263	9.38160230262047e-05	0	0	0	0	1.17773019271949	0	0	0	0	0	0
"Abiotrophia_Abiotrophia sp. canine oral taxon 229"	0	0	0	0	0.00496783327951514	0	0	0	0	0	0	0.123548307388189	0	0.00809867929230003	0.000949018714649053	0	0	0.000823180770497201	0	0	1.2847965738758	0	0	0	4.43374827305505e-05	0.153458823918306	0
"Abiotrophia_uncultured bacterium"	0	0	0.00207288255047469	0.000399683983197285	0	0	0.00150199765688366	0.00171068838100452	0.00456739721599573	0.00445930880713489	5	2.19479934301371	0	0.0242960378769001	0.0294195801541206	0.000187632046052409	0.0166033663325239	0.00493908462298321	0	0	7.70877944325482	0	0.000981951727253088	0	0.00088674965461101	1.17355937879178	0.00254515529689237
"Abiotrophia_unidentified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18608400460341e-05	0
"Acaricomes_Acaricomes phytoseiuli DSM 14247"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Acaryochloris MBIC11017_Acaryochloris marina MBIC11017"	0	0	0.00207288255047469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acaryochloris MBIC11017_uncultured Acaryochloris sp."	0	0	0	0	0	0	0	0	0	0	0	0	0.00101248392681766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetanaerobacterium_(Acetanaerobacterium)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Acetanaerobacterium_Acetanaerobacterium elongatum"	0	0	0	0	0	0	0	0.00171068838100452	0	0.000405391709739536	0	0	0	0.000622975330176925	0.00332156550127169	0.000187632046052409	0	0	0	0	0	0	0	0	0.00164048686103037	3.5930420023017e-05	0.00254515529689237
"Acetanaerobacterium_uncultured rumen bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Acetatifactor_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0.00284705614394716	0	0	0	0	0	0	0	0	0	0	0	0.00169677019792824
"Acetitomaculum_uncultured bacterium"	0	0	0	0	0	0	0	0.00171068838100452	0.000351338247384287	0	0	0	0	0.00280338898579616	0.0185058649356565	0.000656712161183433	0.0145279455409584	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Acetitomaculum_uncultured rumen bacterium"	0	0	0	0	0	0	0	0.00171068838100452	0.00245936773169001	0	0	0	0	0.000311487665088462	0.000474509357324526	0	0.0103771039578274	0	0	0	0	0	0	0	0	0	0
"Acetivibrio_uncultured bacterium"	0	0	0	0	0	0	0	0.00342137676200903	0.000351338247384287	0.000405391709739536	0	0	0	0.000311487665088462	0.000949018714649053	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Acetoanaerobium_(Acetoanaerobium)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetoanaerobium_uncultured bacterium"	0	0	0	0	0	0	0	0	0.00140535298953715	0	0	0	0	0.000311487665088462	0	0	0	0	0	0.000344714662438167	0	0	0	0	0	0	0
"Acetoanaerobium_uncultured sludge bacterium A28"	0	0	0	0	0	0	0	0.00513206514301355	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	8.86749654611009e-05	0	0
"Acetobacter_(Acetobacter)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0.00124595066035385	0.000474509357324526	0.000562896138157228	0	0	0	0	0	0	0	0	0	0	0
"Acetobacter_Acetobacter oryzifermentans"	0	0	0	0	0	0	0.00450599297065097	0	0	0	0	0	0.00101248392681766	0	0.00142352807197358	9.38160230262047e-05	0	0	0	0	0	0	0	0	0	0	0
"Acetobacter_Acetobacter pasteurianus"	0	0	0	0.000133227994399095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetobacter_Acetobacter persici"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0.000474509357324526	0.000469080115131024	0	0	0	0	0	0	0	0	0	0	0
"Acetobacter_Acetobacter tropicalis"	0	0	0	0	0	0	0.00150199765688366	0	0.000351338247384287	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetobacter_uncultured bacterium"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0.000474509357324526	0	0	0	0	0	0	0	0	0	0	0	0
"Acetobacteraceae bacterium WX59_(Acetobacteraceae bacterium WX59)"	0	0	0	0	0	0	0	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetobacterium_uncultured Acetobacterium sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acetobacterium_uncultured bacterium"	0	0	0	0	0.00248391663975757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acholeplasma_(Acholeplasma)"	0	0	0	0	0	0	0.00300399531376731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acholeplasma_Acholeplasma laidlawii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311487665088462	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acholeplasma_Acholeplasma modicum"	0	0	0	0	0	0	0.00300399531376731	0	0.000351338247384287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Acholeplasma_Acholeplasma sp. N93"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43374827305505e-05	0	0
"Acholeplasma_Acholeplasmatales bacterium canine oral taxon 172"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329272308198881	0	0	0	0	0	0	0	0	0
"Acholeplasma_uncultured bacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
"Achromatium_(Achromatium)"	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0.00155743832544231	0	0	0	0	0	0	0	0	0	0	0.000133012448191651	0	0
"Achromatium_Achromatium minus"	0.0047174261722804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Achromatium_Achromatium oxaliferum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000622975330176925	0	0	0	0	0	0	0	0	0	0	0	0	0
